iter	MultiClass
386	0.185559773
387	0.1853445573
388	0.1847290734
389	0.184533025
390	0.183971819
391	0.1837140958
392	0.183376651
393	0.183150899
394	0.1827944156
395	0.1824766006
396	0.1821396688
397	0.181926637
398	0.1814022318
399	0.1811895429
400	0.180959963
401	0.1807636156
402	0.1804066761
403	0.1801294253
404	0.1798076492
405	0.1795609455
406	0.1791653981
407	0.1788693308
408	0.1787489482
409	0.1783836312
410	0.1780129811
411	0.177790725
412	0.1775681085
413	0.1771766997
414	0.1768864236
415	0.1765998543
416	0.1762797388
417	0.1760361401
418	0.1756143502
419	0.1754028132
420	0.1752217682
421	0.1749099717
422	0.1746887983
423	0.1743124144
424	0.1740921369
425	0.1737875591
426	0.1735406475
427	0.1733662473
428	0.1732184711
429	0.1727884961
430	0.1726860062
431	0.1722999176
432	0.1717856144
433	0.1716647209
434	0.1714658799
435	0.1709363628
436	0.170783551
437	0.1703162607
438	0.170068033
439	0.1697602074
440	0.1692562124
441	0.1690855695
442	0.1686523019
443	0.1686033296
444	0.1682878029
445	0.1680835951
446	0.1679464306
447	0.1676904155
448	0.1674596983
449	0.1671935545
450	0.1669619749
451	0.1668534409
452	0.1667295002
453	0.1665187371
454	0.1663463275
455	0.1660413583
456	0.1658211601
457	0.1656602548
458	0.1654543597
459	0.1652052027
460	0.1650816743
461	0.1647753166
462	0.164345432
463	0.163952538
464	0.1636632638
465	0.1634330207
466	0.1632169792
467	0.1630550909
468	0.1626825575
469	0.1625366208
470	0.1623034281
471	0.1620738346
472	0.1619040329
473	0.1617543442
474	0.1613604678
475	0.1611012903
476	0.1609051162
477	0.1606854889
478	0.1604430376
479	0.1603075284
480	0.1600081775
481	0.1598693779
482	0.1597888939
483	0.1595241087
484	0.1593542605
485	0.1591869707
486	0.1589447605
487	0.1587205937
488	0.158556446
489	0.1582969907
490	0.1580487656
491	0.1578115495
492	0.1576585355
493	0.157520576
494	0.1574064136
495	0.1570181694
496	0.1569032373
497	0.1567000713
498	0.1564713143
499	0.1562076011
500	0.1561080187
501	0.155767958
502	0.1556599607
503	0.1555010759
504	0.1552540149
505	0.1551546278
506	0.1548443857
507	0.1546015125
508	0.1544123724
509	0.154133974
510	0.1539390614
511	0.153827131
512	0.1535147416
513	0.1534099363
514	0.1531441581
515	0.1529746618
516	0.152886034
517	0.1525713584
518	0.1523941495
519	0.1522239971
520	0.1519282509
521	0.1518131628
522	0.1514956692
523	0.1512460493
524	0.1510186277
525	0.1508333642
526	0.1506780758
527	0.1506163667
528	0.1504008302
529	0.1502877796
530	0.1501905519
531	0.1500798817
532	0.1498011897
533	0.1495070855
534	0.1494395652
535	0.1492090032
536	0.1488912535
537	0.1487235037
538	0.1485697822
539	0.1483902728
540	0.148239889
541	0.1480533142
542	0.1477677354
543	0.1473087306
544	0.1471013603
545	0.1468723784
546	0.1466485243
547	0.1465205171
548	0.1463114705
549	0.1461889831
550	0.1460618778
551	0.1459805813
552	0.1459411898
553	0.1458174991
554	0.1455587507
555	0.1454163584
556	0.1452263122
557	0.1450292357
558	0.1448038505
559	0.1444901323
560	0.1442714704
561	0.1440043774
562	0.1437527924
563	0.1436449863
564	0.1433549762
565	0.1431382129
566	0.1428701878
567	0.1425095224
568	0.1423381637
569	0.1420530004
570	0.1418267123
571	0.1416254078
572	0.1414749464
573	0.1412059768
574	0.1410479511
575	0.1408316778
576	0.1406909649
577	0.1404177146
578	0.1401508883
579	0.1399406802
580	0.1397852438
581	0.139630996
582	0.1394620208
583	0.1392273518
584	0.1389777427
585	0.1387958437
586	0.138375749
587	0.1382107408
588	0.1380922631
589	0.137800728
590	0.1376160662
591	0.1374680714
592	0.1373399653
593	0.1372525607
594	0.137147514
595	0.1369186479
596	0.1366464108
597	0.1364558569
598	0.1363010798
599	0.1360820686
600	0.1359277775
601	0.1357879298
602	0.1356234156
603	0.1355131294
604	0.1353657324
605	0.1351502655
606	0.1350362005
607	0.1348532921
608	0.1346004926
609	0.134477746
610	0.1343072821
611	0.1341174327
612	0.1339271154
613	0.1335723957
614	0.1333708289
615	0.1332569956
616	0.1331468498
617	0.1330243539
618	0.1328387929
619	0.1325839798
620	0.1324487971
621	0.1323678541
622	0.132235747
623	0.1321182833
624	0.1319849273
625	0.1317240373
626	0.131501396
627	0.1313345348
628	0.1310051095
629	0.1307748714
630	0.1306770442
631	0.1306061199
632	0.1304428426
633	0.1303461588
634	0.130233834
635	0.1300031457
636	0.129824626
637	0.1297252111
638	0.1296337029
639	0.1294568947
640	0.1292513553
641	0.1291610184
642	0.1290580586
643	0.1289741369
644	0.1287023718
645	0.1286145737
646	0.1285113219
647	0.1283614648
648	0.1280639674
649	0.1279426409
650	0.1277324571
651	0.1276332309
652	0.1275161907
653	0.1273281307
654	0.1271513859
655	0.1270364514
656	0.1269338256
657	0.1267779774
658	0.1266712164
659	0.1265498044
660	0.1264699336
661	0.1262330936
662	0.1260316741
663	0.1259224629
664	0.1258729404
665	0.1257675523
666	0.1255080986
667	0.1252982864
668	0.1251946994
669	0.125002397
670	0.1249208679
671	0.1247660361
672	0.1246776992
673	0.1245268814
674	0.1243267749
675	0.1242435081
676	0.1240514538
677	0.1239245783
678	0.123818154
679	0.1236716074
680	0.1235613954
681	0.1234027161
682	0.1233008852
683	0.1231556331
684	0.1230460611
685	0.1229233647
686	0.1228177514
687	0.1226825655
688	0.1225699582
689	0.1224656532
690	0.1223662997
691	0.1222699621
692	0.1221428252
693	0.1220248433
694	0.1217953284
695	0.121498947
696	0.1213553629
697	0.1212474513
698	0.1210932904
699	0.1209711542
700	0.1208051878
701	0.1206101097
702	0.1204337224
703	0.1202937117
704	0.1201431453
705	0.1199947009
706	0.1198815216
707	0.1197060898
708	0.1195467456
709	0.1193099805
710	0.1192291946
711	0.1191701914
712	0.1190145637
713	0.1188050739
714	0.118711535
715	0.1186130999
716	0.1184900729
717	0.1183888475
718	0.1182615592
719	0.1181511134
720	0.1180560483
721	0.1179503626
722	0.1177843511
723	0.1177034279
724	0.117584735
725	0.1174856822
726	0.1173637418
727	0.1171659506
728	0.1170326468
729	0.1169063427
730	0.1168544062
731	0.1167628185
732	0.1166041449
733	0.1165460705
734	0.1164633991
735	0.1163961308
736	0.1162593212
737	0.1160906706
738	0.1159934351
739	0.1158243893
740	0.1157143213
741	0.1155606095
742	0.1154882913
743	0.1152764194
744	0.1152055728
745	0.1149746608
746	0.1149599781
747	0.1148989894
748	0.1146477854
749	0.1145284213
750	0.1144346709
751	0.1143226302
752	0.1142563612
753	0.1141104681
754	0.1139363533
755	0.1138254762
756	0.1137091273
757	0.1135119566
758	0.1134321804
759	0.1133866212
760	0.1132321688
761	0.113036124
762	0.112939865
763	0.1126966705
764	0.1126168885
765	0.1125086793
766	0.1124113934
767	0.1123503285
768	0.1123356436
769	0.1122540305
770	0.1120580788
771	0.1117577315
772	0.1116533289
773	0.1115674206
774	0.1114843412
775	0.1113228695
776	0.1111694963
777	0.111105071
778	0.1109362235
779	0.1107701459
780	0.110665721
781	0.1104952349
782	0.1104423935
783	0.1103267687
784	0.110199754
785	0.1100358733
786	0.1099787654
787	0.1098138462
788	0.1097040725
789	0.1096492969
790	0.1093922401
791	0.1093017605
792	0.1092151035
793	0.1091114986
794	0.109053733
795	0.1089293695
796	0.1088404532
797	0.1087502058
798	0.1086355114
799	0.1084559797
800	0.1083962752
801	0.1082454496
802	0.1081721217
803	0.1080431259
804	0.1079693466
805	0.1078420637
806	0.107776563
807	0.1076628776
808	0.1075273728
809	0.1074756804
810	0.1074077628
811	0.1072199717
812	0.1071697293
813	0.1069859048
814	0.1067701412
815	0.1066533095
816	0.1065399738
817	0.1064696897
818	0.1063807926
819	0.106271082
820	0.1060956018
821	0.1059989862
822	0.1059327899
823	0.105852295
824	0.1057721122
825	0.1057010072
826	0.1056035505
827	0.1054936323
828	0.1054054318
829	0.1052967626
830	0.1051977515
831	0.105085152
832	0.105020081
833	0.1049551515
834	0.1047807379
835	0.1047088551
836	0.1045252712
837	0.1044689172
838	0.1043018937
839	0.1041833154
840	0.1040124022
841	0.1039375584
842	0.1038558056
843	0.1037526004
844	0.1036795286
845	0.1035762702
846	0.1035012372
847	0.1033804906
848	0.1033289099
849	0.1031660823
850	0.1030934422
851	0.1030808683
852	0.103022795
853	0.1029599231
854	0.1027694627
855	0.1026702919
856	0.1025392198
857	0.1024936983
858	0.1024413679
859	0.1023385149
860	0.1022875687
861	0.1021325115
862	0.1020684405
863	0.1019158341
864	0.1018161258
865	0.1017161231
866	0.1015489148
867	0.1014749412
868	0.101306664
869	0.1011945721
870	0.1011052833
871	0.1010238878
872	0.1009379959
873	0.1008685684
874	0.1007494011
875	0.1006717732
876	0.1006064024
877	0.1005079801
878	0.100421405
879	0.1003502758
880	0.1002278667
881	0.1001613565
882	0.1000548314
883	0.09994675466
884	0.09987438766
885	0.09977534817
886	0.09964292493
887	0.09952477756
888	0.09945264383
889	0.09933471303
890	0.09925242553
891	0.09913026756
892	0.09904146282
893	0.09897765271
894	0.09884084647
895	0.09875839338
896	0.09867703456
897	0.09860725196
898	0.09848586922
899	0.09827684655
900	0.09819349353
901	0.09811716809
902	0.09807902902
903	0.0979543905
904	0.09778122358
905	0.09772468916
906	0.09765690613
907	0.09759039914
908	0.09750565189
909	0.09739606712
910	0.09726739951
911	0.09716732959
912	0.09712810612
913	0.09708186775
914	0.09701555853
915	0.09687863819
916	0.09677515241
917	0.09666080692
918	0.0965731104
919	0.09648430508
920	0.09639355621
921	0.09634433486
922	0.09619826692
923	0.09614422273
924	0.09610022577
925	0.09595723
926	0.09586712922
927	0.09579758366
928	0.09574038517
929	0.0956388434
930	0.09559481981
931	0.09553414736
932	0.0953641998
933	0.09527166604
934	0.09517567238
935	0.09508148532
936	0.09497706227
937	0.09485472648
938	0.09479592364
939	0.09466052269
940	0.09459635175
941	0.09444645011
942	0.09435132259
943	0.09426765739
944	0.09412336626
945	0.09405073053
946	0.09404077813
947	0.09402781508
948	0.09382445198
949	0.09376525835
950	0.09372022467
951	0.09365905228
952	0.09360255407
953	0.0935511751
954	0.09348693567
955	0.09340196784
956	0.09330446848
957	0.09325299
958	0.0931294903
959	0.09305690248
960	0.09293546535
961	0.09288584646
962	0.09282467426
963	0.09273382079
964	0.09265789538
965	0.09251897645
966	0.09239807999
967	0.09233947419
968	0.09230071607
969	0.09221098867
970	0.09216269158
971	0.0920301314
972	0.09192927926
973	0.09179816221
974	0.09175207409
975	0.09166652322
976	0.09156707115
977	0.09147812356
978	0.09142246023
979	0.09130256513
980	0.09123574769
981	0.09120149353
982	0.09107766908
983	0.09101896188
984	0.09089629143
985	0.09079141276
986	0.09064803481
987	0.09059274875
988	0.09054081235
989	0.09051656938
990	0.09040302662
991	0.09028530825
992	0.09016121919
993	0.09004962535
994	0.08999855638
995	0.08993598635
996	0.08988099986
997	0.08975261897
998	0.08969335513
999	0.08961074444
